time,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,X_LEFT_THUMB_CMC,Y_LEFT_THUMB_CMC,Z_LEFT_THUMB_CMC,X_LEFT_THUMB_MCP,Y_LEFT_THUMB_MCP,Z_LEFT_THUMB_MCP,X_LEFT_THUMB_IP,Y_LEFT_THUMB_IP,Z_LEFT_THUMB_IP,X_LEFT_THUMB_TIP,Y_LEFT_THUMB_TIP,Z_LEFT_THUMB_TIP,X_LEFT_INDEX_FINGER_MCP,Y_LEFT_INDEX_FINGER_MCP,Z_LEFT_INDEX_FINGER_MCP,X_LEFT_INDEX_FINGER_PIP,Y_LEFT_INDEX_FINGER_PIP,Z_LEFT_INDEX_FINGER_PIP,X_LEFT_INDEX_FINGER_DIP,Y_LEFT_INDEX_FINGER_DIP,Z_LEFT_INDEX_FINGER_DIP,X_LEFT_INDEX_FINGER_TIP,Y_LEFT_INDEX_FINGER_TIP,Z_LEFT_INDEX_FINGER_TIP,X_LEFT_MIDDLE_FINGER_MCP,Y_LEFT_MIDDLE_FINGER_MCP,Z_LEFT_MIDDLE_FINGER_MCP,X_LEFT_MIDDLE_FINGER_PIP,Y_LEFT_MIDDLE_FINGER_PIP,Z_LEFT_MIDDLE_FINGER_PIP,X_LEFT_MIDDLE_FINGER_DIP,Y_LEFT_MIDDLE_FINGER_DIP,Z_LEFT_MIDDLE_FINGER_DIP,X_LEFT_MIDDLE_FINGER_TIP,Y_LEFT_MIDDLE_FINGER_TIP,Z_LEFT_MIDDLE_FINGER_TIP,X_LEFT_RING_FINGER_MCP,Y_LEFT_RING_FINGER_MCP,Z_LEFT_RING_FINGER_MCP,X_LEFT_RING_FINGER_PIP,Y_LEFT_RING_FINGER_PIP,Z_LEFT_RING_FINGER_PIP,X_LEFT_RING_FINGER_DIP,Y_LEFT_RING_FINGER_DIP,Z_LEFT_RING_FINGER_DIP,X_LEFT_RING_FINGER_TIP,Y_LEFT_RING_FINGER_TIP,Z_LEFT_RING_FINGER_TIP,X_LEFT_PINKY_FINGER_MCP,Y_LEFT_PINKY_FINGER_MCP,Z_LEFT_PINKY_FINGER_MCP,X_LEFT_PINKY_FINGER_PIP,Y_LEFT_PINKY_FINGER_PIP,Z_LEFT_PINKY_FINGER_PIP,X_LEFT_PINKY_FINGER_DIP,Y_LEFT_PINKY_FINGER_DIP,Z_LEFT_PINKY_FINGER_DIP,X_LEFT_PINKY_FINGER_TIP,Y_LEFT_PINKY_FINGER_TIP,Z_LEFT_PINKY_FINGER_TIP,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,X_RIGHT_THUMB_CMC,Y_RIGHT_THUMB_CMC,Z_RIGHT_THUMB_CMC,X_RIGHT_THUMB_MCP,Y_RIGHT_THUMB_MCP,Z_RIGHT_THUMB_MCP,X_RIGHT_THUMB_IP,Y_RIGHT_THUMB_IP,Z_RIGHT_THUMB_IP,X_RIGHT_THUMB_TIP,Y_RIGHT_THUMB_TIP,Z_RIGHT_THUMB_TIP,X_RIGHT_INDEX_FINGER_MCP,Y_RIGHT_INDEX_FINGER_MCP,Z_RIGHT_INDEX_FINGER_MCP,X_RIGHT_INDEX_FINGER_PIP,Y_RIGHT_INDEX_FINGER_PIP,Z_RIGHT_INDEX_FINGER_PIP,X_RIGHT_INDEX_FINGER_DIP,Y_RIGHT_INDEX_FINGER_DIP,Z_RIGHT_INDEX_FINGER_DIP,X_RIGHT_INDEX_FINGER_TIP,Y_RIGHT_INDEX_FINGER_TIP,Z_RIGHT_INDEX_FINGER_TIP,X_RIGHT_MIDDLE_FINGER_MCP,Y_RIGHT_MIDDLE_FINGER_MCP,Z_RIGHT_MIDDLE_FINGER_MCP,X_RIGHT_MIDDLE_FINGER_PIP,Y_RIGHT_MIDDLE_FINGER_PIP,Z_RIGHT_MIDDLE_FINGER_PIP,X_RIGHT_MIDDLE_FINGER_DIP,Y_RIGHT_MIDDLE_FINGER_DIP,Z_RIGHT_MIDDLE_FINGER_DIP,X_RIGHT_MIDDLE_FINGER_TIP,Y_RIGHT_MIDDLE_FINGER_TIP,Z_RIGHT_MIDDLE_FINGER_TIP,X_RIGHT_RING_FINGER_MCP,Y_RIGHT_RING_FINGER_MCP,Z_RIGHT_RING_FINGER_MCP,X_RIGHT_RING_FINGER_PIP,Y_RIGHT_RING_FINGER_PIP,Z_RIGHT_RING_FINGER_PIP,X_RIGHT_RING_FINGER_DIP,Y_RIGHT_RING_FINGER_DIP,Z_RIGHT_RING_FINGER_DIP,X_RIGHT_RING_FINGER_TIP,Y_RIGHT_RING_FINGER_TIP,Z_RIGHT_RING_FINGER_TIP,X_RIGHT_PINKY_FINGER_MCP,Y_RIGHT_PINKY_FINGER_MCP,Z_RIGHT_PINKY_FINGER_MCP,X_RIGHT_PINKY_FINGER_PIP,Y_RIGHT_PINKY_FINGER_PIP,Z_RIGHT_PINKY_FINGER_PIP,X_RIGHT_PINKY_FINGER_DIP,Y_RIGHT_PINKY_FINGER_DIP,Z_RIGHT_PINKY_FINGER_DIP,X_RIGHT_PINKY_FINGER_TIP,Y_RIGHT_PINKY_FINGER_TIP,Z_RIGHT_PINKY_FINGER_TIP
0,0.58461285,0.9182073,7.1139404e-08,0.5703287,0.90990484,-0.010660371,0.5604885,0.9130964,-0.018143782,0.5518902,0.92447644,-0.023350645,0.5549428,0.93913376,-0.02923791,0.6002303,0.90047747,-0.029146325,0.59123445,0.9099608,-0.0392007,0.5729612,0.9188346,-0.04549432,0.5596894,0.92428386,-0.049779247,0.6107713,0.9116015,-0.028785694,0.5990372,0.929395,-0.03913096,0.57567024,0.9386333,-0.04324959,0.56145424,0.9429907,-0.04727089,0.61356086,0.9254823,-0.028091727,0.600972,0.9476363,-0.037738383,0.57758206,0.95636654,-0.04164019,0.5623007,0.9592221,-0.04416633,0.6116574,0.94069964,-0.027969247,0.6011808,0.962219,-0.036529653,0.5827627,0.97148496,-0.04054021,0.5686402,0.9745109,-0.04367432,0.25501615,0.63713694,7.370871e-08,0.27630696,0.6200946,-0.011634514,0.29245514,0.5932513,-0.02016871,0.30992717,0.57860756,-0.028261589,0.32671598,0.5678737,-0.037657164,0.26646477,0.56358546,-0.020897804,0.2628395,0.53185093,-0.032572284,0.25853622,0.5166237,-0.04147322,0.25400585,0.5044807,-0.04793148,0.24983455,0.57652056,-0.022996385,0.24419378,0.55860335,-0.033473525,0.24181217,0.5505964,-0.0403077,0.23909204,0.5432633,-0.0461618,0.23663762,0.59863603,-0.02613496,0.22935694,0.5865076,-0.03657099,0.224638,0.5782841,-0.041578013,0.21937767,0.570436,-0.04575958,0.22712524,0.6245961,-0.030236114,0.22092241,0.6224981,-0.03864079,0.21712515,0.6222585,-0.041146852,0.21256733,0.6207894,-0.04350581
33.36666666666667,0.5824418,0.92308944,5.9537694e-08,0.569778,0.90700495,-0.008717344,0.56158346,0.9062935,-0.016299047,0.5534778,0.91685814,-0.022000492,0.5533678,0.9321817,-0.028556788,0.6008117,0.9057168,-0.026303079,0.5928309,0.9245975,-0.03620822,0.5745337,0.9330276,-0.043068014,0.56058997,0.9373726,-0.048043918,0.6109873,0.9176428,-0.02705122,0.5993576,0.93832624,-0.037027415,0.5770146,0.9422117,-0.041333314,0.5627718,0.9439057,-0.045711916,0.6128329,0.9316515,-0.027414117,0.60020494,0.95544714,-0.036121674,0.5779311,0.95905554,-0.03859103,0.5630735,0.95979273,-0.04047478,0.6096316,0.9483665,-0.028288115,0.5996819,0.9705597,-0.035555046,0.5824818,0.97720367,-0.038012195,0.5688253,0.9793887,-0.040346336,0.2500674,0.63694525,1.00133846e-07,0.2693427,0.62029624,-0.011522661,0.28355822,0.59592986,-0.019911367,0.29871976,0.5815856,-0.02786228,0.31491482,0.57101953,-0.03679851,0.26064825,0.5627668,-0.018741865,0.2562315,0.528811,-0.029440636,0.25165576,0.51236403,-0.037459128,0.24646068,0.49966648,-0.043307893,0.2457861,0.57522345,-0.020457264,0.24000578,0.5566076,-0.030436108,0.23704605,0.5490545,-0.03686318,0.23315175,0.54188937,-0.042118873,0.23368046,0.5971619,-0.02327251,0.22556685,0.5848002,-0.032818533,0.21945105,0.5759217,-0.03758866,0.21289949,0.5671153,-0.0414511,0.2242725,0.6228744,-0.027090725,0.21840203,0.61999136,-0.034920584,0.21493267,0.6178607,-0.03760548,0.21073857,0.61393476,-0.03989831
66.73333333333333,0.5853668,0.92541784,7.935409e-08,0.57077414,0.9066924,-0.00945215,0.5610093,0.90338695,-0.016693296,0.55320275,0.9202449,-0.021775376,0.55404365,0.9416396,-0.027937543,0.6012516,0.8832251,-0.027565714,0.58995086,0.89112,-0.03671811,0.571036,0.90529084,-0.042946152,0.5587174,0.9161782,-0.047096577,0.6121545,0.90924853,-0.027054444,0.5985986,0.9218547,-0.035351798,0.57553077,0.9340152,-0.0392486,0.56229025,0.9393177,-0.043581128,0.6147558,0.93682855,-0.02593306,0.60095483,0.95322514,-0.03261565,0.5779651,0.9598498,-0.035140518,0.56354475,0.95881236,-0.037575934,0.6122405,0.9642184,-0.025309402,0.60046065,0.9826128,-0.030838387,0.5835393,0.9852877,-0.032646574,0.5717719,0.98021066,-0.034757454,0.2532762,0.62541676,1.8948278e-07,0.2682665,0.6073165,-0.0138525935,0.2787366,0.5865804,-0.0246815,0.29083288,0.5777311,-0.03454983,0.30507916,0.56556654,-0.045305017,0.2556005,0.55094004,-0.023020426,0.25053027,0.5219059,-0.03432564,0.24613242,0.5048265,-0.04279299,0.24070641,0.48842376,-0.049421724,0.24117981,0.5648334,-0.02294332,0.23554802,0.5488601,-0.033662353,0.23202607,0.5414888,-0.04106977,0.2279463,0.53396726,-0.047005307,0.23126401,0.58816665,-0.02378659,0.22154233,0.5758579,-0.03349522,0.2145513,0.5678264,-0.04008133,0.20751075,0.5598088,-0.045014847,0.22522256,0.6159964,-0.025588065,0.21482277,0.6117687,-0.03424557,0.20967592,0.6103075,-0.038565718,0.20478155,0.60663986,-0.041751202
100.1,0.58480865,0.92499006,8.7169006e-08,0.57100767,0.90467566,-0.009081885,0.5619731,0.90281576,-0.016678639,0.55419314,0.91941917,-0.022160385,0.5533802,0.9410687,-0.028818382,0.5998341,0.88335025,-0.028423872,0.58952415,0.8941901,-0.03783428,0.57105774,0.90665317,-0.044109397,0.55744886,0.915764,-0.048468318,0.61115557,0.908052,-0.028481817,0.5978154,0.92387646,-0.037095252,0.57553494,0.9342403,-0.040893424,0.56130284,0.9376759,-0.045184836,0.61411095,0.93496287,-0.027856557,0.6005375,0.95427585,-0.03500028,0.57824,0.96029484,-0.03755386,0.56311667,0.9586793,-0.040051468,0.6120873,0.96177876,-0.027643893,0.6012011,0.98248625,-0.033396717,0.58494556,0.9859997,-0.035161063,0.5725848,0.9814717,-0.037321292,0.24357446,0.62254095,1.3918185e-07,0.26630765,0.6041946,-0.012791109,0.28219602,0.57701355,-0.02212686,0.2993505,0.5569874,-0.030926254,0.31684798,0.5410105,-0.041232128,0.2540785,0.5491915,-0.02086328,0.24791035,0.5171201,-0.031327207,0.24311587,0.49885312,-0.03954909,0.23767717,0.48164693,-0.046106867,0.23935717,0.56435364,-0.022025803,0.23253484,0.54578084,-0.032308545,0.22811823,0.5367895,-0.039215945,0.22237734,0.52673364,-0.045141947,0.22829212,0.58792007,-0.024137547,0.21871717,0.5738622,-0.033788167,0.21209249,0.5659486,-0.03850787,0.20496239,0.55631894,-0.042576507,0.22051173,0.61459184,-0.027382724,0.21319081,0.60737175,-0.035751622,0.20948012,0.60541147,-0.038483456,0.20531844,0.60132295,-0.04091055
133.46666666666667,0.5799305,0.92998594,9.546653e-08,0.5653887,0.91153985,-0.009598204,0.5576957,0.9094709,-0.018033339,0.55255955,0.92357767,-0.024559412,0.5539956,0.9431572,-0.032378435,0.59893936,0.8980087,-0.03003525,0.5918707,0.90947276,-0.041500293,0.57347035,0.9178404,-0.04925771,0.55884093,0.92305624,-0.05481577,0.60832196,0.91810524,-0.03059844,0.5969464,0.93436277,-0.041589767,0.574768,0.9411404,-0.046113282,0.55939305,0.943233,-0.050849143,0.6099391,0.94012094,-0.030701049,0.5987107,0.95997363,-0.03992761,0.57745904,0.96407837,-0.042190056,0.5623151,0.9629832,-0.04412535,0.6068654,0.96303105,-0.031396315,0.5986104,0.9821434,-0.038672928,0.58297795,0.98593634,-0.04086597,0.570196,0.983875,-0.04324644,0.23941359,0.61963356,1.03606354e-07,0.26451588,0.59466815,-0.011294269,0.28277126,0.56154656,-0.019371103,0.30145717,0.53805584,-0.027009148,0.3193944,0.521704,-0.03624233,0.25390536,0.5408378,-0.020325342,0.24801162,0.5062337,-0.029960413,0.24331273,0.48679245,-0.037806265,0.23880829,0.46961063,-0.044211064,0.23935504,0.5576409,-0.022291588,0.2327096,0.53777766,-0.030778756,0.2298959,0.52538,-0.037263144,0.2267138,0.51221454,-0.043698642,0.22811635,0.58213055,-0.025029954,0.21987185,0.5662834,-0.03387161,0.21435109,0.5570327,-0.038611684,0.20914876,0.54690194,-0.043329947,0.22039169,0.61034703,-0.028789837,0.215009,0.6030805,-0.037173316,0.21306537,0.60088766,-0.040094044,0.2113457,0.5977964,-0.043001782
166.83333333333334,0.5865993,0.92727816,5.9277685e-08,0.5729247,0.90501404,-0.0088944975,0.5632681,0.90022874,-0.01588623,0.5538933,0.9162236,-0.020660069,0.55064875,0.93613625,-0.026598597,0.6006109,0.8843557,-0.027586691,0.58946794,0.89277935,-0.036698982,0.57065964,0.9065078,-0.04292613,0.557498,0.91696185,-0.04707162,0.6113334,0.91088694,-0.02719194,0.59812367,0.9207529,-0.034844078,0.5756982,0.9336813,-0.03873138,0.56138,0.9397728,-0.04327289,0.6134509,0.9386014,-0.026099786,0.6003024,0.9514399,-0.03205942,0.5777741,0.9595003,-0.03442264,0.5625939,0.9603421,-0.037042227,0.61052793,0.96663946,-0.025433749,0.5983993,0.9829339,-0.030140318,0.58180004,0.98634666,-0.031464323,0.5699153,0.9824909,-0.033392187,0.2407867,0.6155269,1.0673133e-07,0.26502073,0.58603406,-0.009835101,0.28354415,0.54994625,-0.01863444,0.30349764,0.52702963,-0.027141502,0.32064632,0.50845385,-0.037229143,0.25688115,0.5330101,-0.023280257,0.25142062,0.49541438,-0.034537774,0.24724784,0.47483203,-0.043048047,0.24381502,0.45640415,-0.049910914,0.24353644,0.5502997,-0.026790751,0.23771751,0.5267267,-0.03739755,0.23739737,0.51321983,-0.0450284,0.23677826,0.4982869,-0.052280586,0.23225734,0.5749491,-0.030688265,0.22458765,0.5573132,-0.041007243,0.22113445,0.5462386,-0.046332244,0.21791069,0.5329604,-0.051628336,0.22374345,0.60354066,-0.035309277,0.21765286,0.59606475,-0.04433198,0.21572097,0.59214795,-0.04765582,0.21416953,0.58663243,-0.05117077
200.20000000000002,0.585984,0.9294315,8.808181e-08,0.57336926,0.9098914,-0.009429088,0.5625918,0.9029664,-0.015996603,0.55175084,0.9175711,-0.020006768,0.5503082,0.9405485,-0.02462508,0.5994721,0.88058275,-0.030407479,0.58609504,0.8899758,-0.040236145,0.5683231,0.90774083,-0.045576222,0.55726945,0.9193326,-0.048556786,0.6099538,0.9064291,-0.02966221,0.5941801,0.92063314,-0.038330138,0.5725588,0.9362576,-0.040680163,0.5614241,0.94008964,-0.043475516,0.61364335,0.93441516,-0.028299922,0.5983258,0.9536427,-0.035996478,0.5759657,0.96335024,-0.03860072,0.5629802,0.96004915,-0.040616926,0.61267316,0.96091217,-0.027276887,0.60026824,0.97806424,-0.033826597,0.5825186,0.9851168,-0.03653459,0.56998914,0.98203576,-0.038989216,0.24726878,0.61882883,1.4377365e-07,0.26867574,0.582352,-0.007887997,0.28531018,0.538689,-0.016049916,0.30498415,0.5129402,-0.02423536,0.32136735,0.4922167,-0.03395862,0.2596548,0.52007395,-0.021664849,0.2554955,0.48192272,-0.03402633,0.2524086,0.46134052,-0.04307155,0.24981119,0.4432679,-0.05005852,0.24715488,0.5376296,-0.02642852,0.24339165,0.5116224,-0.038640175,0.24731724,0.50100416,-0.046796046,0.25070804,0.4886206,-0.053773466,0.2365111,0.5644984,-0.03158519,0.22956407,0.5475839,-0.04338936,0.22867805,0.5354308,-0.049108334,0.22808903,0.52009267,-0.054312006,0.22872695,0.5954194,-0.037252136,0.22554398,0.587384,-0.047041826,0.2279028,0.5824381,-0.050541468,0.23035812,0.57544976,-0.054041233
233.5666666666667,0.5859035,0.92913604,8.337797e-08,0.5724017,0.9084429,-0.010543116,0.5632056,0.90398675,-0.01835954,0.5532445,0.91999316,-0.023720745,0.55126184,0.9423254,-0.030188538,0.6007352,0.88454175,-0.030248657,0.58758605,0.8929962,-0.040075004,0.56864434,0.90829235,-0.04645104,0.55536985,0.9195002,-0.05065999,0.6112118,0.9109213,-0.029490136,0.5961296,0.9239488,-0.038264237,0.5734322,0.93692106,-0.042123318,0.5599422,0.94167936,-0.04643385,0.6138147,0.93887055,-0.028113296,0.5988195,0.9556602,-0.035647117,0.57618755,0.9632329,-0.038460676,0.562185,0.96186626,-0.041033644,0.611753,0.9661089,-0.027241088,0.59926236,0.98539305,-0.03348886,0.5828625,0.9893177,-0.035459403,0.5718253,0.98427415,-0.03762416,0.25295138,0.6082476,1.6863156e-07,0.273541,0.57093173,-0.008959501,0.28853226,0.5291416,-0.018123398,0.30751336,0.50338745,-0.02707072,0.3242191,0.48159492,-0.03787354,0.26454857,0.5123767,-0.025286729,0.26059094,0.47434628,-0.03865825,0.25828746,0.45334545,-0.04803043,0.2574978,0.43275467,-0.05531369,0.25366944,0.529955,-0.029923333,0.2489361,0.5052261,-0.043654196,0.25294405,0.49130768,-0.052554984,0.25769973,0.4755739,-0.060135126,0.24446647,0.55660826,-0.0349501,0.23737493,0.54092675,-0.04816808,0.23910552,0.5278985,-0.055480804,0.2422298,0.51355886,-0.061762463,0.23809062,0.5880591,-0.04052102,0.23371483,0.5815001,-0.051907893,0.23842192,0.57625526,-0.057328243,0.24521226,0.56940687,-0.062272877
266.93333333333334,0.5864528,0.928867,6.81707e-08,0.57229084,0.9100181,-0.010015344,0.56053466,0.9126414,-0.017296253,0.5506454,0.92950636,-0.022370927,0.5516743,0.9510014,-0.028455934,0.5985856,0.88935757,-0.026280805,0.58717966,0.8979163,-0.035690203,0.56926525,0.9090505,-0.04224493,0.55696064,0.9171407,-0.04678062,0.60823506,0.9143966,-0.025710937,0.5940802,0.9300655,-0.034128416,0.57207155,0.93862456,-0.038026217,0.5590496,0.94051915,-0.042243615,0.6109966,0.9412407,-0.024777925,0.59549797,0.9612106,-0.032033175,0.5740709,0.9663554,-0.034314897,0.56070584,0.9633141,-0.036315754,0.6097946,0.96785915,-0.024398481,0.5985443,0.9877379,-0.030725272,0.5820807,0.99127746,-0.03271,0.57021207,0.9867728,-0.03470665,0.25602305,0.60590714,1.701453e-07,0.27607265,0.569674,-0.007561253,0.29018512,0.52603143,-0.016229331,0.3078008,0.49826354,-0.024855245,0.3247158,0.47545967,-0.03524511,0.2675831,0.511644,-0.024193197,0.26475292,0.47105053,-0.037491683,0.26363212,0.4467129,-0.046417236,0.26437443,0.42451537,-0.05337002,0.25770742,0.52696276,-0.029652314,0.25457594,0.49815905,-0.043894146,0.26025164,0.48080447,-0.05255702,0.2670742,0.4642798,-0.05948255,0.24928352,0.5515599,-0.035439193,0.24511963,0.52744496,-0.0497214,0.25244585,0.5114372,-0.057591498,0.26088604,0.49610353,-0.06370076,0.24369824,0.5818903,-0.0414851,0.24064118,0.57360464,-0.05429099,0.24727471,0.56726825,-0.060570054,0.2560383,0.56094044,-0.06566372
300.3,0.5872477,0.9355257,9.7029904e-08,0.57560736,0.9170227,-0.010528285,0.5646489,0.90778846,-0.018058037,0.5533969,0.92221,-0.022769526,0.5491739,0.9424944,-0.02774316,0.6004073,0.8830087,-0.033211984,0.5850269,0.89393836,-0.04431175,0.567091,0.91056657,-0.050027855,0.55532074,0.922255,-0.05304298,0.61141896,0.91046846,-0.031976573,0.593446,0.9264068,-0.042233013,0.5715673,0.9376721,-0.044317726,0.55951124,0.9388094,-0.04652501,0.61416525,0.9391691,-0.030100653,0.596837,0.9588434,-0.038750317,0.57433724,0.96465033,-0.040200565,0.5608489,0.95928097,-0.041077998,0.61151,0.965686,-0.02868414,0.59705514,0.97937167,-0.034968454,0.5792328,0.9841149,-0.0364993,0.565946,0.9818725,-0.03800704,0.2586865,0.6032248,2.3925017e-07,0.27890542,0.5633681,-0.0067168223,0.29352236,0.5204377,-0.015715066,0.31085354,0.49457085,-0.02481089,0.3281034,0.47441047,-0.035270303,0.2667156,0.50358623,-0.025549237,0.2668958,0.4647782,-0.040820427,0.27127627,0.4416807,-0.05111441,0.27772674,0.42188877,-0.058601208,0.25612912,0.5201521,-0.031256925,0.25692695,0.49402675,-0.04798968,0.26751918,0.47693348,-0.057631083,0.2784213,0.4634027,-0.06474957,0.2489872,0.54540384,-0.037126414,0.2515801,0.52726334,-0.05355888,0.26119745,0.5109743,-0.062322345,0.2702977,0.49774227,-0.06838701,0.24646313,0.5760285,-0.043181587,0.25473118,0.5672856,-0.05727063,0.26486692,0.5604122,-0.064343244,0.27484083,0.5548216,-0.06956695
