time,X_NOSE,Y_NOSE,Z_NOSE,visibility_NOSE,X_LEFT_EYE_INNER,Y_LEFT_EYE_INNER,Z_LEFT_EYE_INNER,visibility_LEFT_EYE_INNER,X_LEFT_EYE,Y_LEFT_EYE,Z_LEFT_EYE,visibility_LEFT_EYE,X_LEFT_EYE_OUTER,Y_LEFT_EYE_OUTER,Z_LEFT_EYE_OUTER,visibility_LEFT_EYE_OUTER,X_RIGHT_EYE_OUTER,Y_RIGHT_EYE_OUTER,Z_RIGHT_EYE_OUTER,visibility_RIGHT_EYE_OUTER,X_RIGHT_EYE,Y_RIGHT_EYE,Z_RIGHT_EYE,visibility_RIGHT_EYE,X_RIGHT_EYE_OUTER,Y_RIGHT_EYE_OUTER,Z_RIGHT_EYE_OUTER,visibility_RIGHT_EYE_OUTER,X_LEFT_EAR,Y_LEFT_EAR,Z_LEFT_EAR,visibility_LEFT_EAR,X_RIGHT_EAR,Y_RIGHT_EAR,Z_RIGHT_EAR,visibility_RIGHT_EAR,X_MOUTH_LEFT,Y_MOUTH_LEFT,Z_MOUTH_LEFT,visibility_MOUTH_LEFT,X_MOUTH_RIGHT,Y_MOUTH_RIGHT,Z_MOUTH_RIGHT,visibility_MOUTH_RIGHT,X_LEFT_SHOULDER,Y_LEFT_SHOULDER,Z_LEFT_SHOULDER,visibility_LEFT_SHOULDER,X_RIGHT_SHOULDER,Y_RIGHT_SHOULDER,Z_RIGHT_SHOULDER,visibility_RIGHT_SHOULDER,X_LEFT_ELBOW,Y_LEFT_ELBOW,Z_LEFT_ELBOW,visibility_LEFT_ELBOW,X_RIGHT_ELBOW,Y_RIGHT_ELBOW,Z_RIGHT_ELBOW,visibility_RIGHT_ELBOW,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,visibility_LEFT_WRIST,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,visibility_RIGHT_WRIST,X_LEFT_PINKY,Y_LEFT_PINKY,Z_LEFT_PINKY,visibility_LEFT_PINKY,X_RIGHT_PINKY,Y_RIGHT_PINKY,Z_RIGHT_PINKY,visibility_RIGHT_PINKY,X_LEFT_INDEX,Y_LEFT_INDEX,Z_LEFT_INDEX,visibility_LEFT_INDEX,X_RIGHT_INDEX,Y_RIGHT_INDEX,Z_RIGHT_INDEX,visibility_RIGHT_INDEX,X_LEFT_THUMB,Y_LEFT_THUMB,Z_LEFT_THUMB,visibility_LEFT_THUMB,X_RIGHT_THUMB,Y_RIGHT_THUMB,Z_RIGHT_THUMB,visibility_RIGHT_THUMB,X_LEFT_HIP,Y_LEFT_HIP,Z_LEFT_HIP,visibility_LEFT_HIP,X_RIGHT_HIP,Y_RIGHT_HIP,Z_RIGHT_HIP,visibility_RIGHT_HIP,X_LEFT_KNEE,Y_LEFT_KNEE,Z_LEFT_KNEE,visibility_LEFT_KNEE,X_RIGHT_KNEE,Y_RIGHT_KNEE,Z_RIGHT_KNEE,visibility_RIGHT_KNEE,X_LEFT_ANKLE,Y_LEFT_ANKLE,Z_LEFT_ANKLE,visibility_LEFT_ANKLE,X_RIGHT_ANKLE,Y_RIGHT_ANKLE,Z_RIGHT_ANKLE,visibility_RIGHT_ANKLE,X_LEFT_HEEL,Y_LEFT_HEEL,Z_LEFT_HEEL,visibility_LEFT_HEEL,X_RIGHT_HEEL,Y_RIGHT_HEEL,Z_RIGHT_HEEL,visibility_RIGHT_HEEL,X_LEFT_FOOT_INDEX,Y_LEFT_FOOT_INDEX,Z_LEFT_FOOT_INDEX,visibility_LEFT_FOOT_INDEX,X_RIGHT_FOOT_INDEX,Y_RIGHT_FOOT_INDEX,Z_RIGHT_FOOT_INDEX,visibility_RIGHT_FOOT_INDEX
0,0.44987804,0.2510388,-0.38077196,0.99992526,0.47550887,0.20947069,-0.39633435,0.99987614,0.48657757,0.21049428,-0.39639804,0.9998636,0.49988747,0.21218944,-0.39634848,0.99985826,0.45580685,0.20792997,-0.3478482,0.9998696,0.45217595,0.20721841,-0.347678,0.9998516,0.4489042,0.20667118,-0.34805927,0.99986744,0.5354729,0.24608982,-0.33870295,0.99991,0.47037184,0.23326182,-0.11162749,0.9998857,0.46425873,0.3121118,-0.35455063,0.9999697,0.44538167,0.3054967,-0.28993738,0.9999484,0.6503155,0.5195109,-0.2651776,0.99984384,0.39446276,0.49040475,0.008705537,0.9998926,0.69467294,0.8615072,-0.35069603,0.9790388,0.26747885,0.8245039,-0.25610068,0.99330986,0.61953795,0.97447,-0.5782205,0.9753758,0.25330546,0.65828747,-0.89091814,0.9977939,0.6044589,1.0092103,-0.6375776,0.9335758,0.24390814,0.61371344,-0.98886216,0.9918811,0.58843344,0.94039166,-0.6414548,0.9407318,0.2606284,0.566009,-0.97304183,0.992409,0.5875286,0.9220153,-0.5807666,0.94502854,0.2689919,0.5813669,-0.9030683,0.9929876,0.5698998,1.0947288,-0.056467686,0.44782373,0.41083482,1.0184597,0.059077773,0.5429172,0.56448734,1.5298395,-0.022889404,0.00062592985,0.40409783,1.5120623,0.28500682,0.00047681553,0.5610764,1.9241066,0.35091496,4.956969e-06,0.40405697,1.9057723,0.71966904,4.0400455e-06,0.5676977,1.9868767,0.37059984,6.3212324e-06,0.40067634,1.9659822,0.7559222,7.1838217e-06,0.5288669,2.0585093,0.050849624,5.9462577e-06,0.41459197,2.0479615,0.43868405,1.6822332e-05
33.36666666666667,0.45006022,0.25996202,-0.4427434,0.9999393,0.47710752,0.2120741,-0.4570318,0.999899,0.48968285,0.21278912,-0.45703825,0.999892,0.5034907,0.21476185,-0.45696196,0.9998776,0.45580882,0.20877051,-0.4124736,0.99988735,0.4520357,0.20768213,-0.4122317,0.9998721,0.44855028,0.2062779,-0.4125726,0.9998648,0.54002243,0.25374323,-0.37150043,0.99993277,0.46779677,0.23150301,-0.1641759,0.99987435,0.46609733,0.32594335,-0.40436044,0.9999778,0.44507205,0.3142013,-0.34562805,0.9999547,0.65027124,0.52698654,-0.28434852,0.99984705,0.39393812,0.4830849,-0.029958565,0.99989843,0.685115,0.87236285,-0.38145715,0.9754695,0.28569353,0.7852913,-0.32711506,0.9813703,0.6166702,0.9751051,-0.6194228,0.97192943,0.2704365,0.6505449,-1.0036086,0.99315745,0.60440123,1.0055747,-0.6794761,0.928921,0.25214073,0.61064136,-1.1100425,0.981358,0.5916203,0.93798715,-0.68339276,0.93923455,0.26938483,0.56788296,-1.0971912,0.9829988,0.5894283,0.918671,-0.6222716,0.9401226,0.2811466,0.58546853,-1.0187161,0.9834487,0.5680776,1.1045331,-0.05702877,0.41936812,0.40924078,1.0270123,0.059669837,0.49064285,0.56417584,1.5337694,-0.02509774,0.0008349418,0.40158,1.5204675,0.31486687,0.0005059668,0.5612309,1.9284698,0.37192777,8.489193e-06,0.4031004,1.9213139,0.7946816,6.757241e-06,0.5676588,1.9886162,0.39470857,1.04303e-05,0.40041056,1.982754,0.8344056,1.1477357e-05,0.5279381,2.06946,0.066223994,1.1700744e-05,0.41192988,2.062402,0.50721323,2.86625e-05
66.73333333333333,0.448343,0.2570113,-0.4518488,0.9999651,0.4756129,0.21003461,-0.47555,0.9999305,0.48803523,0.21082711,-0.47548273,0.99994373,0.5018537,0.21253103,-0.47540665,0.999926,0.45418352,0.20638269,-0.4239779,0.999907,0.45032188,0.20528096,-0.4234954,0.9999049,0.44664484,0.2038809,-0.4237025,0.99986243,0.5378396,0.25088024,-0.41467732,0.9999677,0.46525946,0.2289682,-0.17341311,0.99989116,0.46245655,0.32230896,-0.42113695,0.9999858,0.44320378,0.31182593,-0.35216933,0.9999602,0.64787716,0.5275967,-0.34261063,0.99988914,0.39253473,0.48450825,-0.012362861,0.9998696,0.68434787,0.86634755,-0.4513015,0.9457397,0.28494102,0.77932477,-0.2420149,0.8710313,0.6230018,0.9640519,-0.6499031,0.9402052,0.25884044,0.6552982,-0.8769055,0.955304,0.60576165,0.98837227,-0.70445836,0.88737416,0.2398226,0.63575774,-0.96707386,0.927267,0.59488016,0.9218215,-0.6996901,0.91309506,0.24688707,0.5925333,-0.9594427,0.94197136,0.59361094,0.90276045,-0.64840204,0.9045089,0.26307452,0.5984553,-0.8950205,0.9454514,0.5681306,1.1130685,-0.08045594,0.04165349,0.39401716,1.0925121,0.08322176,0.0585021,0.5510273,1.5520618,0.047372557,0.00061285915,0.39418143,1.5447319,0.37485665,0.00020858078,0.5455704,1.9431616,0.46371457,3.582797e-05,0.39209026,1.9442734,0.87110007,4.4557487e-06,0.5512693,2.0060358,0.48762414,3.9544237e-05,0.39144886,2.0056443,0.91175485,1.3712156e-05,0.5114908,2.0765886,0.14822586,3.066945e-05,0.3933818,2.0820627,0.57222706,3.2052983e-05
100.1,0.44634345,0.24845307,-0.39181578,0.99996805,0.47327083,0.2052216,-0.40893695,0.9999372,0.48459285,0.20632559,-0.40885767,0.99993646,0.49772242,0.20832688,-0.40876207,0.99993074,0.4533124,0.20392025,-0.36126682,0.99992824,0.44974974,0.20322508,-0.36094683,0.9999176,0.4463915,0.20263124,-0.361266,0.9999157,0.5337354,0.24816428,-0.35148296,0.9999571,0.4682827,0.22980684,-0.13024642,0.9999355,0.4590175,0.31338477,-0.3652931,0.9999845,0.44116947,0.30445665,-0.30206376,0.99997187,0.64881516,0.5249335,-0.27464044,0.99989796,0.3868178,0.49074176,-0.010535539,0.9999052,0.69679433,0.8619652,-0.35237667,0.97179025,0.25752437,0.7848313,-0.27956408,0.9848128,0.626793,0.9772471,-0.55722374,0.97713894,0.2432799,0.63765556,-0.9053511,0.9968754,0.61110055,1.01239,-0.61060816,0.946719,0.23683733,0.5983512,-1.0017922,0.9903245,0.5953455,0.93059325,-0.61471206,0.9555479,0.24746099,0.56452113,-0.98007184,0.9912412,0.59619224,0.92067456,-0.5596182,0.9579541,0.26022372,0.5726561,-0.91589254,0.9921027,0.56707114,1.1136049,-0.04945513,0.21531078,0.4075716,1.0356071,0.052333966,0.28999504,0.5641433,1.5503936,0.028705124,0.00023916,0.39722282,1.543376,0.2968975,0.00014668703,0.5635844,1.9471203,0.42650273,3.1258644e-06,0.4025846,1.9356823,0.7564045,1.1496268e-06,0.5702534,2.0127745,0.44838884,4.62791e-06,0.40105793,1.996287,0.79449725,2.013627e-06,0.5319405,2.0814164,0.1239105,3.611439e-06,0.41308907,2.07654,0.46963584,6.421162e-06
133.46666666666667,0.44428793,0.25423563,-0.420746,0.9997255,0.4716648,0.20671129,-0.44359362,0.9995913,0.48419914,0.20805538,-0.44366106,0.99960417,0.49844724,0.2107473,-0.4436692,0.99957067,0.4516034,0.2029993,-0.39770108,0.99955815,0.4481875,0.20174485,-0.39754322,0.9995408,0.44523236,0.2001636,-0.39793393,0.9995389,0.53560185,0.2528888,-0.39772797,0.99974555,0.46422005,0.22945684,-0.18631043,0.9996778,0.45537826,0.31805253,-0.3955802,0.99991214,0.43927202,0.30701804,-0.3352483,0.99986446,0.649893,0.52020574,-0.3047451,0.999734,0.38388675,0.4824369,-0.050782766,0.9998468,0.6931623,0.85552686,-0.37248617,0.9404218,0.27848488,0.7643879,-0.24805154,0.9713137,0.617678,0.98715484,-0.5939675,0.87606966,0.22928654,0.70794344,-0.837135,0.9816343,0.6092783,1.0213476,-0.65190417,0.76370376,0.219443,0.6968117,-0.92831975,0.9503866,0.591051,0.95067614,-0.6664857,0.798257,0.2379615,0.60021305,-0.9259386,0.95734924,0.58937836,0.9307146,-0.60119605,0.8000074,0.25450343,0.6165946,-0.8543783,0.9591354,0.5516798,1.0269748,-0.04470582,0.14256553,0.40820673,1.0102892,0.047227297,0.20789441,0.5609365,1.527778,-0.02642065,0.0011394037,0.39984804,1.5115634,0.18424179,0.0005916105,0.5559169,1.9412546,0.30511507,1.29989685e-05,0.39788693,1.9257606,0.5172375,8.3245295e-06,0.56176096,2.006814,0.32100785,1.5043357e-05,0.39467913,1.986628,0.54136866,1.28591855e-05,0.5245024,2.072022,0.0062813447,1.5043601e-05,0.4077834,2.066423,0.21810804,3.017242e-05
166.83333333333334,0.4397461,0.25233293,-0.3337821,0.9998567,0.4660435,0.20512223,-0.35799152,0.9997423,0.47735852,0.20618623,-0.35798016,0.9997377,0.49051693,0.20848787,-0.35795507,0.9997284,0.44854102,0.2020787,-0.30777735,0.99974686,0.44577646,0.20097876,-0.30749157,0.9997216,0.4434194,0.19964468,-0.30788216,0.99975365,0.53047425,0.2517714,-0.33226138,0.9997985,0.46598443,0.22823977,-0.099008165,0.99981946,0.4493329,0.31553102,-0.31740725,0.99993205,0.43528268,0.3054253,-0.25064716,0.99991167,0.6476845,0.52234507,-0.24432956,0.99975747,0.37846872,0.4866258,0.028323315,0.99989116,0.69308794,0.8627181,-0.29064593,0.9596927,0.2502575,0.7880007,-0.18499234,0.9906002,0.62265867,0.9797946,-0.47727552,0.9549968,0.22694036,0.66677594,-0.76334685,0.9977337,0.61102074,1.0156344,-0.5259881,0.90084755,0.2312302,0.5919041,-0.84630054,0.9919653,0.59295,0.9370798,-0.5304605,0.91278636,0.2520533,0.54653525,-0.8251032,0.9922862,0.5925015,0.92498624,-0.4793333,0.9181532,0.25771582,0.56808776,-0.77082825,0.9926623,0.5614575,1.1000469,-0.047783397,0.18498234,0.38404292,1.0803756,0.050574563,0.269842,0.5527036,1.5455434,-0.053632993,0.00042476898,0.38959435,1.5276842,0.2214817,0.00026122792,0.5428826,1.956574,0.26108307,5.151419e-06,0.38380608,1.9345345,0.59472436,2.2804606e-06,0.54791015,2.019285,0.27416447,6.5172126e-06,0.37957028,1.9917302,0.62409127,3.7222742e-06,0.5101067,2.0884833,-0.042505875,5.3134513e-06,0.3944644,2.0773017,0.3046733,9.33935e-06
200.20000000000002,0.4388736,0.24766934,-0.5134511,0.9997322,0.46291187,0.20688021,-0.5295738,0.99948776,0.47412655,0.20769233,-0.52958626,0.99945325,0.48658568,0.20892066,-0.5294864,0.99936527,0.44639942,0.20417422,-0.4852454,0.99952126,0.44375977,0.20329565,-0.48519295,0.99952805,0.44154522,0.20240837,-0.4855742,0.99957925,0.52668846,0.24487771,-0.45724282,0.999572,0.4667304,0.22902209,-0.25045994,0.9996636,0.4492921,0.30849588,-0.4800166,0.99990773,0.434833,0.30169487,-0.4211283,0.999884,0.64386266,0.5191923,-0.34250814,0.9997578,0.38049227,0.49056458,-0.10759608,0.9999299,0.69155556,0.8494104,-0.3993947,0.963326,0.2502903,0.78535944,-0.36375412,0.9968681,0.62794,0.990594,-0.6330312,0.9443663,0.23062411,0.64404416,-0.9964851,0.9991597,0.6127433,1.03763,-0.68844855,0.8613,0.2346923,0.57173806,-1.0978192,0.9957638,0.5989626,0.95666766,-0.70003325,0.8795348,0.25319606,0.52674705,-1.0762621,0.9960913,0.5967381,0.94088227,-0.6393852,0.8885603,0.26288685,0.54916817,-1.004949,0.9959661,0.55456537,1.0276306,-0.040333267,0.3094051,0.4059865,1.018161,0.042558238,0.46389872,0.56938297,1.5288899,-0.0063004005,0.0011571842,0.40996605,1.5214695,0.16680615,0.0009346505,0.57372355,1.9300524,0.4380804,1.02840595e-05,0.41619176,1.9243422,0.59105396,8.459613e-06,0.5802476,1.9964552,0.46477395,1.2085166e-05,0.41352245,1.9875493,0.6258298,1.2061678e-05,0.5473168,2.0637767,0.14712411,1.1930255e-05,0.43177378,2.0635078,0.28879192,3.4817684e-05
233.5666666666667,0.4367758,0.24643083,-0.42007497,0.9998185,0.46283707,0.20305258,-0.4397716,0.9997143,0.47445443,0.2039451,-0.43977007,0.999691,0.4874091,0.20562738,-0.43970594,0.99966717,0.44531882,0.20143467,-0.39256653,0.99971336,0.44239825,0.20102733,-0.39241406,0.99968946,0.43995646,0.20054632,-0.39276132,0.9997267,0.5271959,0.24543434,-0.39002582,0.99976903,0.46430758,0.22748905,-0.1722541,0.99980515,0.44707954,0.30868822,-0.39596468,0.9999397,0.4317966,0.30165452,-0.33361772,0.99992204,0.6419827,0.5255257,-0.29992908,0.9997925,0.37896925,0.48838568,-0.040277135,0.9999323,0.677321,0.8578216,-0.37838805,0.96700805,0.25714287,0.77200866,-0.28027523,0.9952303,0.6235864,0.97979194,-0.6260471,0.9532236,0.24116239,0.642964,-0.89549696,0.99882776,0.6097867,1.0163665,-0.6878136,0.89727485,0.24552369,0.56845737,-0.99240357,0.99497175,0.5971387,0.94023854,-0.7013084,0.9094576,0.26144975,0.5296847,-0.9715821,0.9951096,0.5914323,0.9269364,-0.63381684,0.9157263,0.27231422,0.5516129,-0.904134,0.9952553,0.5492621,1.0385077,-0.04288164,0.37128168,0.40216702,1.0263197,0.04522477,0.5489711,0.56266284,1.5366561,0.029428499,0.0005979756,0.40293264,1.5225847,0.17274669,0.0005885165,0.5608702,1.9437796,0.42013112,5.2633404e-06,0.40519518,1.9292055,0.54184693,4.693384e-06,0.5669572,2.0063398,0.44103235,6.6053144e-06,0.4022783,1.9884177,0.5702379,6.315743e-06,0.531122,2.0744069,0.13061643,5.3373565e-06,0.4145265,2.0662093,0.2438981,1.4335357e-05
266.93333333333334,0.43469626,0.24592322,-0.34635735,0.9999268,0.4611747,0.20364404,-0.36482176,0.9998598,0.47244385,0.2046209,-0.36479312,0.9998596,0.48545927,0.20634973,-0.36470613,0.99984825,0.44336912,0.2008993,-0.31548783,0.99985754,0.44045785,0.2000798,-0.31523895,0.999851,0.4380261,0.19901872,-0.31561014,0.9998621,0.52430063,0.2442549,-0.32445666,0.9998815,0.4626498,0.2250942,-0.09768079,0.9998965,0.44505474,0.30780035,-0.3269978,0.99996233,0.430243,0.3000478,-0.26220366,0.9999455,0.6399041,0.52771366,-0.24386562,0.9998468,0.37843513,0.49150255,0.021934645,0.99993455,0.6878643,0.85666215,-0.32070073,0.96872354,0.24758974,0.7836844,-0.21501772,0.9938585,0.62420577,0.9837253,-0.5450623,0.968531,0.23903176,0.62277424,-0.8075359,0.9989365,0.6113241,1.0096864,-0.5977468,0.92993,0.23986435,0.56420755,-0.8968839,0.9958348,0.59616286,0.93655944,-0.6044795,0.937707,0.2593655,0.5285351,-0.8687021,0.9958905,0.5959257,0.92558783,-0.5491619,0.94137514,0.26950312,0.5440901,-0.8127639,0.99606663,0.54778695,1.0462605,-0.044436652,0.21619335,0.40150833,1.0347147,0.047153868,0.33601668,0.55758446,1.5522096,-0.031610455,0.0002725337,0.39292055,1.537652,0.1766854,0.00023464179,0.5532941,1.962557,0.30137187,3.908051e-06,0.3938029,1.943343,0.51426095,2.0388322e-06,0.55937,2.0266335,0.3159772,4.9352425e-06,0.39017555,2.0007908,0.53945416,3.012394e-06,0.5223877,2.0903032,-0.0043086885,3.8165344e-06,0.40648702,2.083737,0.21395922,8.387595e-06
300.3,0.4314741,0.24808846,-0.37037656,0.99953854,0.45583716,0.20663905,-0.3917437,0.99881375,0.467074,0.20721066,-0.39181,0.9987086,0.47979957,0.20822895,-0.3917278,0.99859303,0.44003862,0.20431888,-0.34041765,0.99894947,0.43772963,0.20361221,-0.34038773,0.9990081,0.4358505,0.2027368,-0.34080857,0.99917644,0.52141535,0.24473329,-0.355939,0.99871457,0.4630531,0.22821677,-0.117718354,0.99920183,0.44173577,0.30774194,-0.35092735,0.99970144,0.42786455,0.29997915,-0.28322303,0.99962246,0.63767743,0.51561666,-0.2670832,0.99948466,0.38259894,0.48756397,0.00253539,0.99986506,0.6931473,0.8407728,-0.29642132,0.96670914,0.24949993,0.78369135,-0.24633932,0.9974788,0.6413552,0.992428,-0.4563052,0.96141267,0.26212087,0.58237666,-0.83694535,0.99960333,0.6260444,1.0343661,-0.4983436,0.9131335,0.2679696,0.52765584,-0.9317642,0.9980843,0.60709023,0.9694387,-0.51399356,0.9218137,0.2822402,0.49491182,-0.89615905,0.99809235,0.6053366,0.94689214,-0.46212313,0.928583,0.2880501,0.51395065,-0.8385653,0.99798894,0.54930794,1.0369091,-0.051996887,0.25862375,0.39543712,1.0872173,0.054129254,0.42661554,0.57006085,1.5396161,-0.02024232,0.00056486204,0.41446447,1.5320635,0.15380421,0.00088422414,0.57361436,1.9433243,0.39629418,6.013901e-06,0.42080456,1.9344503,0.5264194,7.898666e-06,0.58024305,2.0074325,0.42001963,5.7018256e-06,0.4187507,1.9934224,0.55699646,1.056376e-05,0.544915,2.072451,0.11360758,6.515237e-06,0.4326064,2.073575,0.23347354,2.7560782e-05
